Project Number,Date,Day Number, Cost Per Day , Revenue Per Day , Cumulative Cost , Cumulative Revenue 
111,2024-12-06,240,3153.36,3560.21,3507182.08,4162977.6
111,2024-12-07,241,3153.36,3560.21,3510335.44,4166537.81
111,2024-12-08,242,3153.36,3560.21,3513488.8,4170098.02
111,2024-12-09,243,3153.36,3560.21,3516642.16,4173658.23
111,2024-12-10,244,3153.36,3560.21,3519795.52,4177218.44
111,2024-12-11,245,3153.36,3560.21,3522948.88,4180778.65
111,2024-12-12,246,3153.36,3560.21,3526102.24,4184338.87
111,2024-12-13,247,3153.36,3560.21,3529255.6,4187899.08
111,2024-12-14,248,3153.36,3560.21,3532408.96,4191459.29
111,2024-12-15,249,3153.36,3560.21,3535562.31,4195019.5
111,2024-12-16,250,3153.36,3560.21,3538715.67,4198579.71
111,2024-12-17,251,3153.36,3560.21,3541869.03,4202139.92
111,2024-12-18,252,3153.36,3560.21,3545022.39,4205700.13
111,2024-12-19,253,3153.36,3560.21,3548175.75,4209260.34
111,2024-12-20,254,3153.36,3560.21,3551329.11,4212820.55
111,2024-12-21,255,3153.36,3560.21,3554482.47,4216380.76
111,2024-12-22,256,3153.36,3560.21,3557635.83,4219940.97
111,2024-12-23,257,3153.36,3560.21,3560789.19,4223501.19
111,2024-12-24,258,3153.36,3560.21,3563942.54,4227061.4
111,2024-12-25,259,3153.36,3560.21,3567095.9,4230621.61
111,2024-12-26,260,3153.36,3560.21,3570249.26,4234181.82
111,2024-12-27,261,3153.36,3560.21,3573402.62,4237742.03
111,2024-12-28,262,3153.36,3560.21,3576555.98,4241302.24
111,2024-12-29,263,3153.36,3560.21,3579709.34,4244862.45
111,2024-12-30,264,3153.36,3560.21,3582862.7,4248422.66
111,2024-12-31,265,3153.36,3560.21,3586016.06,4251982.87
111,2025-01-01,266,3153.36,3560.21,3589169.42,4255543.08
111,2025-01-02,267,3153.36,3560.21,3592322.78,4259103.29
111,2025-01-03,268,3153.36,3560.21,3595476.13,4262663.51
111,2025-01-04,269,3153.36,3560.21,3598629.49,4266223.72
111,2025-01-05,270,3153.36,3560.21,3601782.85,4269783.93
111,2025-01-06,271,3153.36,3560.21,3604936.21,4273344.14
111,2025-01-07,272,3153.36,3560.21,3608089.57,4276904.35
111,2025-01-08,273,3153.36,3560.21,3611242.93,4280464.56
111,2025-01-09,274,3153.36,3560.21,3614396.29,4284024.77
111,2025-01-10,275,3153.36,3560.21,3617549.65,4287584.98
111,2025-01-11,276,3153.36,3560.21,3620703.01,4291145.19
111,2025-01-12,277,3153.36,3560.21,3623856.37,4294705.4
111,2025-01-13,278,3153.36,3560.21,3627009.72,4298265.61
111,2025-01-14,279,3153.36,3560.21,3630163.08,4301825.83
111,2025-01-15,280,3153.36,3560.21,3633316.44,4305386.04
111,2025-01-16,281,3153.36,3560.21,3636469.8,4308946.25
111,2025-01-17,282,3153.36,3560.21,3639623.16,4312506.46
111,2025-01-18,283,3153.36,3560.21,3642776.52,4316066.67
111,2025-01-19,284,3153.36,3560.21,3645929.88,4319626.88
111,2025-01-20,285,3153.36,3560.21,3649083.24,4323187.09
111,2025-01-21,286,3153.36,3560.21,3652236.6,4326747.3
111,2025-01-22,287,3153.36,3560.21,3655389.95,4330307.51
111,2025-01-23,288,3153.36,3560.21,3658543.31,4333867.72
111,2025-01-24,289,3153.36,3560.21,3661696.67,4337427.93
111,2025-01-25,290,3153.36,3560.21,3664850.03,4340988.15
111,2025-01-26,291,3153.36,3560.21,3668003.39,4344548.36
111,2025-01-27,292,3153.36,3560.21,3671156.75,4348108.57
111,2025-01-28,293,3153.36,3560.21,3674310.11,4351668.78
111,2025-01-29,294,3153.36,3560.21,3677463.47,4355228.99
111,2025-01-30,295,3153.36,3560.21,3680616.83,4358789.2
111,2025-01-31,296,3153.36,3560.21,3683770.19,4362349.41
111,2025-02-01,297,3153.36,3560.21,3686923.54,4365909.62
111,2025-02-02,298,3153.36,3560.21,3690076.9,4369469.83
111,2025-02-03,299,3153.36,3560.21,3693230.26,4373030.04
111,2025-02-04,300,3153.36,3560.21,3696383.62,4376590.26
111,2025-02-05,301,3153.36,3560.21,3699536.98,4380150.47
111,2025-02-06,302,3153.36,3560.21,3702690.34,4383710.68
111,2025-02-07,303,3153.36,3560.21,3705843.7,4387270.89
111,2025-02-08,304,3153.36,3560.21,3708997.06,4390831.1
111,2025-02-09,305,3153.36,3560.21,3712150.42,4394391.31
111,2025-02-10,306,3153.36,3560.21,3715303.78,4397951.52
111,2025-02-11,307,3153.36,3560.21,3718457.13,4401511.73
111,2025-02-12,308,3153.36,3560.21,3721610.49,4405071.94
111,2025-02-13,309,3153.36,3560.21,3724763.85,4408632.15
111,2025-02-14,310,3153.36,3560.21,3727917.21,4412192.36
111,2025-02-15,311,3153.36,3560.21,3731070.57,4415752.58
111,2025-02-16,312,3153.36,3560.21,3734223.93,4419312.79
111,2025-02-17,313,3153.36,3560.21,3737377.29,4422873
111,2025-02-18,314,3153.36,3560.21,3740530.65,4426433.21
111,2025-02-19,315,3153.36,3560.21,3743684.01,4429993.42
111,2025-02-20,316,3153.36,3560.21,3746837.37,4433553.63
111,2025-02-21,317,3153.36,3560.21,3749990.72,4437113.84
111,2025-02-22,318,3153.36,3560.21,3753144.08,4440674.05
111,2025-02-23,319,3153.36,3560.21,3756297.44,4444234.26
111,2025-02-24,320,3153.36,3560.21,3759450.8,4447794.47
111,2025-02-25,321,3153.36,3560.21,3762604.16,4451354.68
111,2025-02-26,322,3153.36,3560.21,3765757.52,4454914.9
111,2025-02-27,323,3153.36,3560.21,3768910.88,4458475.11
111,2025-02-28,324,3153.36,3560.21,3772064.24,4462035.32
111,2025-03-01,325,3153.36,3560.21,3775217.6,4465595.53
111,2025-03-02,326,3153.36,3560.21,3778370.95,4469155.74
111,2025-03-03,327,3153.36,3560.21,3781524.31,4472715.95
111,2025-03-04,328,3153.36,3560.21,3784677.67,4476276.16
111,2025-03-05,329,3153.36,3560.21,3787831.03,4479836.37
111,2025-03-06,330,3153.36,3560.21,3790984.39,4483396.58
111,2025-03-07,331,3153.36,3560.21,3794137.75,4486956.79
111,2025-03-08,332,3153.36,3560.21,3797291.11,4490517
111,2025-03-09,333,3153.36,3560.21,3800444.47,4494077.22
111,2025-03-10,334,3153.36,3560.21,3803597.83,4497637.43
111,2025-03-11,335,3153.36,3560.21,3806751.19,4501197.64
111,2025-03-12,336,3153.36,3560.21,3809904.54,4504757.85
111,2025-03-13,337,3153.36,3560.21,3813057.9,4508318.06
111,2025-03-14,338,3153.36,3560.21,3816211.26,4511878.27
111,2025-03-15,339,3153.36,3560.21,3819364.62,4515438.48
111,2025-03-16,340,3153.36,3560.21,3822517.98,4518998.69
111,2025-03-17,341,3153.36,3560.21,3825671.34,4522558.9
111,2025-03-18,342,3153.36,3560.21,3828824.7,4526119.11
111,2025-03-19,343,3153.36,3560.21,3831978.06,4529679.33
111,2025-03-20,344,3153.36,3560.21,3835131.42,4533239.54
111,2025-03-21,345,3153.36,3560.21,3838284.78,4536799.75
111,2025-03-22,346,3153.36,3560.21,3841438.13,4540359.96
111,2025-03-23,347,3153.36,3560.21,3844591.49,4543920.17
111,2025-03-24,348,3153.36,3560.21,3847744.85,4547480.38
111,2025-03-25,349,3153.36,3560.21,3850898.21,4551040.59
111,2025-03-26,350,3153.36,3560.21,3854051.57,4554600.8
111,2025-03-27,351,3153.36,3560.21,3857204.93,4558161.01
111,2025-03-28,352,308.47,345.49,3857513.4,4558506.5
111,2025-03-29,353,308.47,345.49,3857821.87,4558851.99
111,2025-03-30,354,308.47,345.49,3858130.34,4559197.48
111,2025-03-31,355,308.47,345.49,3858438.81,4559542.96
111,2025-04-01,356,308.47,345.49,3858747.28,4559888.45
111,2025-04-02,357,308.47,345.49,3859055.76,4560233.94
111,2025-04-03,358,308.47,345.49,3859364.23,4560579.43
111,2025-04-04,359,308.47,345.49,3859672.7,4560924.91
111,2025-04-05,360,308.47,345.49,3859981.17,4561270.4
111,2025-04-06,361,308.47,345.49,3860289.64,4561615.89
112,2024-05-01,1,352.12,447.2,3860641.76,4562063.09
112,2024-05-02,2,352.12,447.2,3860993.89,4562510.29
112,2024-05-03,3,352.12,447.2,3861346.01,4562957.48
112,2024-05-04,4,352.12,447.2,3861698.14,4563404.68
112,2024-05-05,5,352.12,447.2,3862050.26,4563851.88
112,2024-05-06,6,3776.21,4693.06,3865826.47,4568544.94
112,2024-05-07,7,3776.21,4693.06,3869602.68,4573238
112,2024-05-08,8,3776.21,4693.06,3873378.89,4577931.07
112,2024-05-09,9,3776.21,4693.06,3877155.1,4582624.13
112,2024-05-10,10,3776.21,4693.06,3880931.3,4587317.19
112,2024-05-11,11,3776.21,4693.06,3884707.51,4592010.25
112,2024-05-12,12,3776.21,4693.06,3888483.72,4596703.31
112,2024-05-13,13,3776.21,4693.06,3892259.93,4601396.37
112,2024-05-14,14,3776.21,4693.06,3896036.14,4606089.44
112,2024-05-15,15,3776.21,4693.06,3899812.34,4610782.5
112,2024-05-16,16,3776.21,4693.06,3903588.55,4615475.56
112,2024-05-17,17,3776.21,4693.06,3907364.76,4620168.62
112,2024-05-18,18,3776.21,4693.06,3911140.97,4624861.68
112,2024-05-19,19,3776.21,4693.06,3914917.18,4629554.74
112,2024-05-20,20,3776.21,4693.06,3918693.38,4634247.81
112,2024-05-21,21,3776.21,4693.06,3922469.59,4638940.87
112,2024-05-22,22,3776.21,4693.06,3926245.8,4643633.93
112,2024-05-23,23,3776.21,4693.06,3930022.01,4648326.99
112,2024-05-24,24,3776.21,4693.06,3933798.22,4653020.05
112,2024-05-25,25,3776.21,4693.06,3937574.42,4657713.11
112,2024-05-26,26,3776.21,4693.06,3941350.63,4662406.18
112,2024-05-27,27,3776.21,4693.06,3945126.84,4667099.24
112,2024-05-28,28,3776.21,4693.06,3948903.05,4671792.3
112,2024-05-29,29,5605.1,6741.42,3954508.14,4678533.71
112,2024-05-30,30,2181.01,2495.55,3956689.15,4681029.27
112,2024-05-31,31,2181.01,2495.55,3958870.17,4683524.82
112,2024-06-01,32,2181.01,2495.55,3961051.18,4686020.37
112,2024-06-02,33,2181.01,2495.55,3963232.19,4688515.92
112,2024-06-03,34,2181.01,2495.55,3965413.2,4691011.47
112,2024-06-04,35,2181.01,2495.55,3967594.21,4693507.03
112,2024-06-05,36,2181.01,2495.55,3969775.22,4696002.58
112,2024-06-06,37,2181.01,2495.55,3971956.24,4698498.13
112,2024-06-07,38,2181.01,2495.55,3974137.25,4700993.68
112,2024-06-08,39,2181.01,2495.55,3976318.26,4703489.23
112,2024-06-09,40,2181.01,2495.55,3978499.27,4705984.78
112,2024-06-10,41,2181.01,2495.55,3980680.28,4708480.34
112,2024-06-11,42,2181.01,2495.55,3982861.3,4710975.89
112,2024-06-12,43,2181.01,2495.55,3985042.31,4713471.44
112,2024-06-13,44,2181.01,2495.55,3987223.32,4715966.99
112,2024-06-14,45,2181.01,2495.55,3989404.33,4718462.54
112,2024-06-15,46,2181.01,2495.55,3991585.34,4720958.1
112,2024-06-16,47,2181.01,2495.55,3993766.35,4723453.65
112,2024-06-17,48,2181.01,2495.55,3995947.37,4725949.2
112,2024-06-18,49,2181.01,2495.55,3998128.38,4728444.75
112,2024-06-19,50,2181.01,2495.55,4000309.39,4730940.3
112,2024-06-20,51,2181.01,2495.55,4002490.4,4733435.86
112,2024-06-21,52,2181.01,2495.55,4004671.41,4735931.41
112,2024-06-22,53,2181.01,2495.55,4006852.42,4738426.96
112,2024-06-23,54,2181.01,2495.55,4009033.44,4740922.51
112,2024-06-24,55,2181.01,2495.55,4011214.45,4743418.06
112,2024-06-25,56,2181.01,2495.55,4013395.46,4745913.61
112,2024-06-26,57,2181.01,2495.55,4015576.47,4748409.17
112,2024-06-27,58,2181.01,2495.55,4017757.48,4750904.72
112,2024-06-28,59,2181.01,2495.55,4019938.5,4753400.27
112,2024-06-29,60,2181.01,2495.55,4022119.51,4755895.82
112,2024-06-30,61,2181.01,2495.55,4024300.52,4758391.37
112,2024-07-01,62,2181.01,2495.55,4026481.53,4760886.93
112,2024-07-02,63,2181.01,2495.55,4028662.54,4763382.48
112,2024-07-03,64,2181.01,2495.55,4030843.55,4765878.03
112,2024-07-04,65,2181.01,2495.55,4033024.57,4768373.58
112,2024-07-05,66,2181.01,2495.55,4035205.58,4770869.13
112,2024-07-06,67,2181.01,2495.55,4037386.59,4773364.69
112,2024-07-07,68,2181.01,2495.55,4039567.6,4775860.24
112,2024-07-08,69,2181.01,2495.55,4041748.61,4778355.79
112,2024-07-09,70,5600.29,6632.88,4047348.91,4784988.67
112,2024-07-10,71,5600.29,6632.88,4052949.2,4791621.56
112,2024-07-11,72,5600.29,6632.88,4058549.5,4798254.44
112,2024-07-12,73,5600.29,6632.88,4064149.79,4804887.33
112,2024-07-13,74,5600.29,6632.88,4069750.09,4811520.21
112,2024-07-14,75,5600.29,6632.88,4075350.38,4818153.09
112,2024-07-15,76,5600.29,6632.88,4080950.68,4824785.98
112,2024-07-16,77,5600.29,6632.88,4086550.97,4831418.86
112,2024-07-17,78,5600.29,6632.88,4092151.27,4838051.75
112,2024-07-18,79,5600.29,6632.88,4097751.56,4844684.63
112,2024-07-19,80,8662.12,10307.08,4106413.68,4854991.71
112,2024-07-20,81,8662.12,10307.08,4115075.8,4865298.78
112,2024-07-21,82,8662.12,10307.08,4123737.92,4875605.86
112,2024-07-22,83,8662.12,10307.08,4132400.04,4885912.93
112,2024-07-23,84,8662.12,10307.08,4141062.17,4896220.01
112,2024-07-24,85,8662.12,10307.08,4149724.29,4906527.09
112,2024-07-25,86,8662.12,10307.08,4158386.41,4916834.16
112,2024-07-26,87,8662.12,10307.08,4167048.53,4927141.24
112,2024-07-27,88,8662.12,10307.08,4175710.65,4937448.31
112,2024-07-28,89,8662.12,10307.08,4184372.77,4947755.39
112,2024-07-29,90,8662.12,10307.08,4193034.89,4958062.46
112,2024-07-30,91,6833.23,8258.72,4199868.12,4966321.19
112,2024-07-31,92,6833.23,8258.72,4206701.36,4974579.91
112,2024-08-01,93,6833.23,8258.72,4213534.59,4982838.63
112,2024-08-02,94,6833.23,8258.72,4220367.83,4991097.35
112,2024-08-03,95,6833.23,8258.72,4227201.06,4999356.07
112,2024-08-04,96,6833.23,8258.72,4234034.29,5007614.8
112,2024-08-05,97,6833.23,8258.72,4240867.53,5015873.52
112,2024-08-06,98,6833.23,8258.72,4247700.76,5024132.24
112,2024-08-07,99,6833.23,8258.72,4254533.99,5032390.96
112,2024-08-08,100,6833.23,8258.72,4261367.23,5040649.69
112,2024-08-09,101,6833.23,8258.72,4268200.46,5048908.41
112,2024-08-10,102,6833.23,8258.72,4275033.7,5057167.13
112,2024-08-11,103,6833.23,8258.72,4281866.93,5065425.85
112,2024-08-12,104,6833.23,8258.72,4288700.16,5073684.57
112,2024-08-13,105,6833.23,8258.72,4295533.4,5081943.3
112,2024-08-14,106,6833.23,8258.72,4302366.63,5090202.02
112,2024-08-15,107,6833.23,8258.72,4309199.86,5098460.74
112,2024-08-16,108,6833.23,8258.72,4316033.1,5106719.46
112,2024-08-17,109,6833.23,8258.72,4322866.33,5114978.18
112,2024-08-18,110,6833.23,8258.72,4329699.57,5123236.91
112,2024-08-19,111,6833.23,8258.72,4336532.8,5131495.63
112,2024-08-20,112,6833.23,8258.72,4343366.03,5139754.35
112,2024-08-21,113,6833.23,8258.72,4350199.27,5148013.07
112,2024-08-22,114,6833.23,8258.72,4357032.5,5156271.79
112,2024-08-23,115,6833.23,8258.72,4363865.74,5164530.52
112,2024-08-24,116,6833.23,8258.72,4370698.97,5172789.24
112,2024-08-25,117,6833.23,8258.72,4377532.2,5181047.96
112,2024-08-26,118,6833.23,8258.72,4384365.44,5189306.68
112,2024-08-27,119,6833.23,8258.72,4391198.67,5197565.4
112,2024-08-28,120,6833.23,8258.72,4398031.9,5205824.13
112,2024-08-29,121,6833.23,8258.72,4404865.14,5214082.85
112,2024-08-30,122,6833.23,8258.72,4411698.37,5222341.57
112,2024-08-31,123,3413.95,4121.39,4415112.32,5226462.96
112,2024-09-01,124,3413.95,4121.39,4418526.27,5230584.35
112,2024-09-02,125,3413.95,4121.39,4421940.22,5234705.74
112,2024-09-03,126,3413.95,4121.39,4425354.17,5238827.13
112,2024-09-04,127,3413.95,4121.39,4428768.13,5242948.52
112,2024-09-05,128,3413.95,4121.39,4432182.08,5247069.91
112,2024-09-06,129,3413.95,4121.39,4435596.03,5251191.3
112,2024-09-07,130,3413.95,4121.39,4439009.98,5255312.69
112,2024-09-08,131,3413.95,4121.39,4442423.93,5259434.08
112,2024-09-09,132,3413.95,4121.39,4445837.88,5263555.47
112,2024-09-10,133,3413.95,4121.39,4449251.83,5267676.86
112,2024-09-11,134,3413.95,4121.39,4452665.78,5271798.25
112,2024-09-12,135,3413.95,4121.39,4456079.73,5275919.64
112,2024-09-13,136,3413.95,4121.39,4459493.68,5280041.03
112,2024-09-14,137,3413.95,4121.39,4462907.63,5284162.42
112,2024-09-15,138,3413.95,4121.39,4466321.58,5288283.81
112,2024-09-16,139,3413.95,4121.39,4469735.53,5292405.19
112,2024-09-17,140,3413.95,4121.39,4473149.49,5296526.58
112,2024-09-18,141,3413.95,4121.39,4476563.44,5300647.97
112,2024-09-19,142,3413.95,4121.39,4479977.39,5304769.36
112,2024-09-20,143,3413.95,4121.39,4483391.34,5308890.75
112,2024-09-21,144,3413.95,4121.39,4486805.29,5313012.14
112,2024-09-22,145,3413.95,4121.39,4490219.24,5317133.53
112,2024-09-23,146,3413.95,4121.39,4493633.19,5321254.92
112,2024-09-24,147,3413.95,4121.39,4497047.14,5325376.31
112,2024-09-25,148,3413.95,4121.39,4500461.09,5329497.7
112,2024-09-26,149,3413.95,4121.39,4503875.04,5333619.09
112,2024-09-27,150,3413.95,4121.39,4507288.99,5337740.48
112,2024-09-28,151,3413.95,4121.39,4510702.94,5341861.87
112,2024-09-29,152,3413.95,4121.39,4514116.89,5345983.26
112,2024-09-30,153,3413.95,4121.39,4517530.84,5350104.65
112,2024-10-01,154,3413.95,4121.39,4520944.8,5354226.04
112,2024-10-02,155,3413.95,4121.39,4524358.75,5358347.43
112,2024-10-03,156,3413.95,4121.39,4527772.7,5362468.82
112,2024-10-04,157,3413.95,4121.39,4531186.65,5366590.21
112,2024-10-05,158,3413.95,4121.39,4534600.6,5370711.6
112,2024-10-06,159,3413.95,4121.39,4538014.55,5374832.99
112,2024-10-07,160,3413.95,4121.39,4541428.5,5378954.38
112,2024-10-08,161,3413.95,4121.39,4544842.45,5383075.77
112,2024-10-09,162,3413.95,4121.39,4548256.4,5387197.16
112,2024-10-10,163,3413.95,4121.39,4551670.35,5391318.55
112,2024-10-11,164,3413.95,4121.39,4555084.3,5395439.94
112,2024-10-12,165,3413.95,4121.39,4558498.25,5399561.33
112,2024-10-13,166,3413.95,4121.39,4561912.2,5403682.71
112,2024-10-14,167,3413.95,4121.39,4565326.16,5407804.1
112,2024-10-15,168,3413.95,4121.39,4568740.11,5411925.49
112,2024-10-16,169,3413.95,4121.39,4572154.06,5416046.88
112,2024-10-17,170,3413.95,4121.39,4575568.01,5420168.27
112,2024-10-18,171,3413.95,4121.39,4578981.96,5424289.66
112,2024-10-19,172,3413.95,4121.39,4582395.91,5428411.05
112,2024-10-20,173,3413.95,4121.39,4585809.86,5432532.44
112,2024-10-21,174,3413.95,4121.39,4589223.81,5436653.83
112,2024-10-22,175,3413.95,4121.39,4592637.76,5440775.22
112,2024-10-23,176,3413.95,4121.39,4596051.71,5444896.61
112,2024-10-24,177,3413.95,4121.39,4599465.66,5449018
112,2024-10-25,178,3413.95,4121.39,4602879.61,5453139.39
112,2024-10-26,179,3413.95,4121.39,4606293.56,5457260.78
112,2024-10-27,180,3413.95,4121.39,4609707.52,5461382.17
112,2024-10-28,181,3413.95,4121.39,4613121.47,5465503.56
112,2024-10-29,182,3413.95,4121.39,4616535.42,5469624.95
112,2024-10-30,183,3413.95,4121.39,4619949.37,5473746.34
112,2024-10-31,184,3413.95,4121.39,4623363.32,5477867.73
112,2024-11-01,185,3413.95,4121.39,4626777.27,5481989.12
112,2024-11-02,186,3413.95,4121.39,4630191.22,5486110.51
112,2024-11-03,187,3413.95,4121.39,4633605.17,5490231.9
112,2024-11-04,188,3413.95,4121.39,4637019.12,5494353.29
112,2024-11-05,189,3413.95,4121.39,4640433.07,5498474.68
112,2024-11-06,190,3413.95,4121.39,4643847.02,5502596.07
112,2024-11-07,191,3413.95,4121.39,4647260.97,5506717.46
112,2024-11-08,192,3413.95,4121.39,4650674.92,5510838.85
112,2024-11-09,193,3413.95,4121.39,4654088.88,5514960.24
112,2024-11-10,194,3413.95,4121.39,4657502.83,5519081.62
112,2024-11-11,195,3413.95,4121.39,4660916.78,5523203.01
112,2024-11-12,196,3413.95,4121.39,4664330.73,5527324.4
112,2024-11-13,197,3413.95,4121.39,4667744.68,5531445.79
112,2024-11-14,198,3413.95,4121.39,4671158.63,5535567.18
112,2024-11-15,199,3413.95,4121.39,4674572.58,5539688.57
112,2024-11-16,200,3413.95,4121.39,4677986.53,5543809.96
112,2024-11-17,201,3413.95,4121.39,4681400.48,5547931.35
112,2024-11-18,202,3413.95,4121.39,4684814.43,5552052.74
112,2024-11-19,203,3413.95,4121.39,4688228.38,5556174.13
112,2024-11-20,204,3413.95,4121.39,4691642.33,5560295.52
112,2024-11-21,205,3413.95,4121.39,4695056.28,5564416.91
112,2024-11-22,206,3413.95,4121.39,4698470.23,5568538.3
112,2024-11-23,207,3413.95,4121.39,4701884.19,5572659.69
112,2024-11-24,208,3413.95,4121.39,4705298.14,5576781.08
112,2024-11-25,209,3413.95,4121.39,4708712.09,5580902.47
112,2024-11-26,210,3413.95,4121.39,4712126.04,5585023.86
112,2024-11-27,211,3413.95,4121.39,4715539.99,5589145.25
112,2024-11-28,212,3413.95,4121.39,4718953.94,5593266.64
112,2024-11-29,213,3413.95,4121.39,4722367.89,5597388.03
112,2024-11-30,214,3413.95,4121.39,4725781.84,5601509.42
112,2024-12-01,215,3413.95,4121.39,4729195.79,5605630.81
112,2024-12-02,216,3413.95,4121.39,4732609.74,5609752.2
112,2024-12-03,217,3413.95,4121.39,4736023.69,5613873.59
112,2024-12-04,218,352.12,447.2,4736375.82,5614320.78
112,2024-12-05,219,352.12,447.2,4736727.94,5614767.98
112,2024-12-06,220,352.12,447.2,4737080.07,5615215.18
112,2024-12-07,221,352.12,447.2,4737432.19,5615662.38
112,2024-12-08,222,352.12,447.2,4737784.32,5616109.58
112,2024-12-09,223,352.12,447.2,4738136.44,5616556.78
112,2024-12-10,224,352.12,447.2,4738488.57,5617003.97
112,2024-12-11,225,352.12,447.2,4738840.69,5617451.17
112,2024-12-12,226,352.12,447.2,4739192.82,5617898.37
112,2024-12-13,227,352.12,447.2,4739544.94,5618345.57
113,2024-04-16,1,317.9,400.55,4739862.84,5618746.12
113,2024-04-17,2,317.9,400.55,4740180.74,5619146.68
113,2024-04-18,3,317.9,400.55,4740498.64,5619547.23
113,2024-04-19,4,317.9,400.55,4740816.54,5619947.78
113,2024-04-20,5,317.9,400.55,4741134.44,5620348.33
113,2024-04-21,6,2646.32,3194.66,4743780.76,5623542.99
113,2024-04-22,7,2646.32,3194.66,4746427.08,5626737.65
113,2024-04-23,8,2646.32,3194.66,4749073.4,5629932.31
113,2024-04-24,9,2646.32,3194.66,4751719.72,5633126.97
113,2024-04-25,10,2646.32,3194.66,4754366.04,5636321.62
113,2024-04-26,11,2646.32,3194.66,4757012.36,5639516.28
113,2024-04-27,12,2646.32,3194.66,4759658.68,5642710.94
113,2024-04-28,13,2646.32,3194.66,4762305,5645905.6
113,2024-04-29,14,2646.32,3194.66,4764951.32,5649100.26
113,2024-04-30,15,2646.32,3194.66,4767597.64,5652294.91
113,2024-05-01,16,2646.32,3194.66,4770243.96,5655489.57
113,2024-05-02,17,2646.32,3194.66,4772890.28,5658684.23
113,2024-05-03,18,2646.32,3194.66,4775536.6,5661878.89
113,2024-05-04,19,2646.32,3194.66,4778182.92,5665073.55
113,2024-05-05,20,2646.32,3194.66,4780829.24,5668268.2
113,2024-05-06,21,2646.32,3194.66,4783475.56,5671462.86
113,2024-05-07,22,2646.32,3194.66,4786121.88,5674657.52
113,2024-05-08,23,2646.32,3194.66,4788768.2,5677852.18
113,2024-05-09,24,4859.8,5917.24,4793628,5683769.42
113,2024-05-10,25,2531.38,3123.14,4796159.38,5686892.56
113,2024-05-11,26,2531.38,3123.14,4798690.77,5690015.7
113,2024-05-12,27,2531.38,3123.14,4801222.15,5693138.83
113,2024-05-13,28,2531.38,3123.14,4803753.53,5696261.97
113,2024-05-14,29,2531.38,3123.14,4806284.91,5699385.11
113,2024-05-15,30,2531.38,3123.14,4808816.3,5702508.25
113,2024-05-16,31,2531.38,3123.14,4811347.68,5705631.39
113,2024-05-17,32,2531.38,3123.14,4813879.06,5708754.52
113,2024-05-18,33,2531.38,3123.14,4816410.45,5711877.66
113,2024-05-19,34,2531.38,3123.14,4818941.83,5715000.8
113,2024-05-20,35,2531.38,3123.14,4821473.21,5718123.94
113,2024-05-21,36,2531.38,3123.14,4824004.59,5721247.08
113,2024-05-22,37,2531.38,3123.14,4826535.98,5724370.21
113,2024-05-23,38,2531.38,3123.14,4829067.36,5727493.35
113,2024-05-24,39,2531.38,3123.14,4831598.74,5730616.49
113,2024-05-25,40,2531.38,3123.14,4834130.13,5733739.63
113,2024-05-26,41,2531.38,3123.14,4836661.51,5736862.76
113,2024-05-27,42,2531.38,3123.14,4839192.89,5739985.9
113,2024-05-28,43,2531.38,3123.14,4841724.27,5743109.04
113,2024-05-29,44,2531.38,3123.14,4844255.66,5746232.18
113,2024-05-30,45,2531.38,3123.14,4846787.04,5749355.32
113,2024-05-31,46,2531.38,3123.14,4849318.42,5752478.45
113,2024-06-01,47,2531.38,3123.14,4851849.81,5755601.59
113,2024-06-02,48,2531.38,3123.14,4854381.19,5758724.73
113,2024-06-03,49,2531.38,3123.14,4856912.57,5761847.87
113,2024-06-04,50,2531.38,3123.14,4859443.95,5764971.01
113,2024-06-05,51,2531.38,3123.14,4861975.34,5768094.14
113,2024-06-06,52,2531.38,3123.14,4864506.72,5771217.28
113,2024-06-07,53,2531.38,3123.14,4867038.1,5774340.42
113,2024-06-08,54,2531.38,3123.14,4869569.49,5777463.56
113,2024-06-09,55,2531.38,3123.14,4872100.87,5780586.7
113,2024-06-10,56,2531.38,3123.14,4874632.25,5783709.83
113,2024-06-11,57,2531.38,3123.14,4877163.63,5786832.97
113,2024-06-12,58,2531.38,3123.14,4879695.02,5789956.11
113,2024-06-13,59,2531.38,3123.14,4882226.4,5793079.25
113,2024-06-14,60,2531.38,3123.14,4884757.78,5796202.38
113,2024-06-15,61,2531.38,3123.14,4887289.17,5799325.52
113,2024-06-16,62,2531.38,3123.14,4889820.55,5802448.66
113,2024-06-17,63,2531.38,3123.14,4892351.93,5805571.8
113,2024-06-18,64,2531.38,3123.14,4894883.31,5808694.94
113,2024-06-19,65,2531.38,3123.14,4897414.7,5811818.07
113,2024-06-20,66,2531.38,3123.14,4899946.08,5814941.21
113,2024-06-21,67,2531.38,3123.14,4902477.46,5818064.35
113,2024-06-22,68,2531.38,3123.14,4905008.85,5821187.49
113,2024-06-23,69,2531.38,3123.14,4907540.23,5824310.63
113,2024-06-24,70,2531.38,3123.14,4910071.61,5827433.76
113,2024-06-25,71,2531.38,3123.14,4912602.99,5830556.9
113,2024-06-26,72,2531.38,3123.14,4915134.38,5833680.04
113,2024-06-27,73,2531.38,3123.14,4917665.76,5836803.18
113,2024-06-28,74,2531.38,3123.14,4920197.14,5839926.32
113,2024-06-29,75,2531.38,3123.14,4922728.53,5843049.45
